,domain,domain_len,domain_name_entropy,digit_number,digit_number_ratio,digit_group,word_group,longest_substring_ratio
0,mmofreegames.online,19,63.955735253264656,0,0.0,0,4,0.3157894736842105
1,qy.net,6,15.509775004326936,0,0.0,0,2,0.5
2,duckduckgo.com,14,40.548081406643,0,0.0,0,3,0.35714285714285715
3,nationalgeographic.com,22,80.5977206056936,0,0.0,0,3,0.45454545454545453
4,drudgereport.com,16,53.24511249783653,0,0.0,0,1,0.9375
5,fatosdesconhecidos.com.br,25,92.58662974004118,0,0.0,0,1,0.92
6,githubusercontent.com,21,77.4837783761905,0,0.0,0,5,0.3333333333333333
7,hamariweb.com,13,44.10571633583419,0,0.0,0,3,0.46153846153846156
8,telegraf.com.ua,15,52.60335893412777,0,0.0,0,4,0.26666666666666666
9,jquery.com,10,33.219280948873624,0,0.0,0,3,0.5
10,usatoday.com,12,39.01955000865388,0,0.0,0,1,0.9166666666666666
11,gotomeeting.com,15,45.848471431964306,0,0.0,0,2,0.7333333333333333
12,uniqlo.com,10,31.21928094887362,0,0.0,0,2,0.6
13,google.by,9,24.529325012980813,0,0.0,0,2,0.6666666666666666
14,mlb.com,7,17.651484454403235,0,0.0,0,1,0.8571428571428571
15,asahi.com,9,26.529325012980813,0,0.0,0,2,0.5555555555555556
16,hola.com,8,22.0,0,0.0,0,2,0.5
17,zcool.com.cn,12,31.50977500432694,0,0.0,0,4,0.3333333333333333
18,torrent9.cc,11,32.05374780501027,1,0.09090909090909091,1,2,0.6363636363636364
19,hotpepper.jp,12,33.01955000865388,0,0.0,0,3,0.5
20,google.ca,9,24.529325012980813,0,0.0,0,1,0.8888888888888888
21,doublepimp.com,14,47.30296890880647,0,0.0,0,3,0.42857142857142855
22,gamefaqs.com,12,39.01955000865388,0,0.0,0,1,0.9166666666666666
23,indeed.co.uk,12,37.01955000865387,0,0.0,0,3,0.5
24,mediaset.it,11,32.05374780501027,0,0.0,0,3,0.45454545454545453
25,hotmovs.com,11,31.298860302846798,0,0.0,0,3,0.36363636363636365
26,vesti.ru,8,24.0,0,0.0,0,2,0.5
27,ctrip.com,9,26.529325012980813,0,0.0,0,3,0.4444444444444444
28,clixsense.com,13,42.105716335834195,0,0.0,0,3,0.38461538461538464
29,so.com,6,13.509775004326936,0,0.0,0,1,0.8333333333333334
30,telegraph.co.uk,15,54.603358934127776,0,0.0,0,3,0.6
31,pptv.com,8,22.0,0,0.0,0,2,0.5
32,ninisite.com,12,36.26466250649041,0,0.0,0,3,0.3333333333333333
33,google.com.do,13,36.105716335834195,0,0.0,0,2,0.6923076923076923
34,softonic.com,12,36.26466250649041,0,0.0,0,2,0.6666666666666666
35,shimo.im,8,20.0,0,0.0,0,2,0.625
36,likemag.com,11,36.05374780501027,0,0.0,0,2,0.5454545454545454
37,dzwww.com,9,23.774437510817343,0,0.0,0,2,0.6666666666666666
38,cqvip.com,9,26.529325012980813,0,0.0,0,3,0.3333333333333333
39,zdic.net,8,24.0,0,0.0,0,3,0.5
40,idnes.cz,8,24.0,0,0.0,0,3,0.375
41,elconfidencial.com,18,60.30376252379817,0,0.0,0,4,0.4444444444444444
42,drive2.ru,9,26.529325012980813,1,0.1111111111111111,1,2,0.5555555555555556
43,allegro.pl,10,28.46439344671015,0,0.0,0,2,0.7
44,tutorialspoint.com,18,63.54887502163471,0,0.0,0,3,0.5
45,slack.com,9,26.529325012980813,0,0.0,0,2,0.5555555555555556
46,mi.com,6,13.509775004326936,0,0.0,0,1,0.8333333333333334
47,mmo-champion.com,16,49.24511249783653,0,0.0,0,3,0.5
48,xhamster.com,12,41.01955000865388,0,0.0,0,3,0.5833333333333334
49,protect-your-privacy.net,24,88.52932501298085,0,0.0,0,4,0.2916666666666667
50,google.com.cu,13,37.35082883367073,0,0.0,0,2,0.6923076923076923
51,ftchinese.com,13,44.105716335834195,0,0.0,0,3,0.5384615384615384
52,watchseries.do,14,49.30296890880647,0,0.0,0,3,0.42857142857142855
53,bootcss.com,11,29.298860302846798,0,0.0,0,3,0.36363636363636365
54,wikimedia.org,13,43.350828833670725,0,0.0,0,2,0.6923076923076923
55,hdzog.com,9,26.529325012980813,0,0.0,0,3,0.3333333333333333
56,chsi.com.cn,11,31.298860302846798,0,0.0,0,3,0.36363636363636365
57,trulia.com,10,33.219280948873624,0,0.0,0,2,0.6
58,panipuri.com,12,39.01955000865388,0,0.0,0,3,0.3333333333333333
59,businessweekly.com.tw,21,78.72889087402703,0,0.0,0,4,0.38095238095238093
60,fmovies.is,10,29.21928094887362,0,0.0,0,3,0.6
61,jd.com,6,15.509775004326936,0,0.0,0,2,0.5
62,prnt.sc,7,19.651484454403235,0,0.0,0,2,0.5714285714285714
63,infobae.com,11,36.05374780501027,0,0.0,0,3,0.36363636363636365
64,target.com,10,31.21928094887362,0,0.0,0,2,0.6
65,sina.com.cn,11,32.05374780501027,0,0.0,0,1,0.8181818181818182
66,rarbg.is,8,22.0,0,0.0,0,3,0.375
67,tomsguide.com,13,44.10571633583419,0,0.0,0,3,0.38461538461538464
68,blogspot.in,11,36.05374780501027,0,0.0,0,2,0.7272727272727273
69,news.com.au,11,36.05374780501027,0,0.0,0,3,0.36363636363636365
70,runoob.com,10,28.464393446710154,0,0.0,0,3,0.3
71,addthis.com,11,36.05374780501027,0,0.0,0,3,0.36363636363636365
72,unicredit.it,12,36.26466250649041,0,0.0,0,2,0.75
73,xfinity.com,11,36.05374780501027,0,0.0,0,3,0.5454545454545454
74,redocn.com,10,29.21928094887362,0,0.0,0,3,0.3
75,otzovik.com,11,33.2988603028468,0,0.0,0,1,0.9090909090909091
76,samsung.com.cn,14,43.30296890880647,0,0.0,0,3,0.5
77,manyvids.com,12,41.01955000865387,0,0.0,0,3,0.3333333333333333
78,qoolquiz.com,12,36.26466250649041,0,0.0,0,3,0.3333333333333333
79,airtel.in,9,26.529325012980813,0,0.0,0,2,0.6666666666666666
80,google.iq,9,24.529325012980813,0,0.0,0,2,0.6666666666666666
81,fidelity.com,12,41.01955000865387,0,0.0,0,1,0.9166666666666666
82,nouvelobs.com,13,43.350828833670725,0,0.0,0,3,0.46153846153846156
83,youtube-mp3.org,15,54.60335893412777,1,0.06666666666666667,1,3,0.4666666666666667
84,streamcloud.eu,14,49.30296890880647,0,0.0,0,3,0.42857142857142855
85,zerohedge.com,13,41.350828833670725,0,0.0,0,3,0.38461538461538464
86,kayak.com,9,24.529325012980813,0,0.0,0,2,0.5555555555555556
87,blackboard.com,14,45.30296890880647,0,0.0,0,2,0.7142857142857143
88,royalbank.com,13,44.10571633583419,0,0.0,0,1,0.9230769230769231
89,netflix.com,11,38.05374780501027,0,0.0,0,2,0.6363636363636364
90,khabaronline.ir,15,50.603358934127776,0,0.0,0,3,0.4
91,gyazo.com,9,26.529325012980813,0,0.0,0,3,0.3333333333333333
92,clipconverter.cc,16,52.0,0,0.0,0,3,0.5625
93,vmall.com,9,24.529325012980813,0,0.0,0,3,0.3333333333333333
94,20minutes.fr,12,43.01955000865387,2,0.16666666666666666,1,2,0.5833333333333334
95,dict.cn,7,17.651484454403235,0,0.0,0,2,0.5714285714285714
96,apple.com,9,26.529325012980813,0,0.0,0,1,0.8888888888888888
97,xuetangx.com,12,41.01955000865387,0,0.0,0,3,0.3333333333333333
98,39.net,6,15.509775004326936,2,0.3333333333333333,1,1,0.5
99,baixaki.com.br,14,45.30296890880647,0,0.0,0,4,0.35714285714285715
100,x48fly.com,10,33.219280948873624,2,0.2,1,2,0.6
101,xbox.com,8,20.0,0,0.0,0,2,0.5
102,w3cschool.cn,12,36.26466250649041,1,0.08333333333333333,1,4,0.5
103,kakao.com,9,22.529325012980813,0,0.0,0,3,0.4444444444444444
104,58pic.com,9,26.529325012980813,2,0.2222222222222222,1,2,0.3333333333333333
105,last.fm,7,19.651484454403235,0,0.0,0,2,0.5714285714285714
106,admarsai.com,12,36.26466250649041,0,0.0,0,4,0.3333333333333333
107,qingting.fm,11,32.05374780501027,0,0.0,0,3,0.36363636363636365
108,internetportalne.ws,19,64.44596024893772,0,0.0,0,3,0.42105263157894735
109,kalerkantho.com,15,52.603358934127776,0,0.0,0,4,0.3333333333333333
110,github.com,10,33.219280948873624,0,0.0,0,3,0.3
111,fileconvertor.org,17,57.97709329692885,0,0.0,0,3,0.5294117647058824
112,java.com,8,22.0,0,0.0,0,1,0.875
113,processon.com,13,39.350828833670725,0,0.0,0,3,0.5384615384615384
114,impress.co.jp,13,42.105716335834195,0,0.0,0,3,0.5384615384615384
115,elmogaz.com,11,34.05374780501027,0,0.0,0,3,0.36363636363636365
116,fotostrana.ru,13,40.105716335834195,0,0.0,0,3,0.46153846153846156
117,archiveofourown.org,19,67.95573525326466,0,0.0,0,5,0.3684210526315789
118,barnesandnoble.com,18,62.30376252379818,0,0.0,0,2,0.7777777777777778
119,oracle.com,10,29.21928094887362,0,0.0,0,2,0.6
120,finn.no,7,14.896596952239765,0,0.0,0,2,0.5714285714285714
121,ruten.com.tw,12,39.01955000865387,0,0.0,0,3,0.4166666666666667
122,doublepimpssl.com,17,59.48686830125578,0,0.0,0,4,0.35294117647058826
123,admaimai.com,12,31.509775004326944,0,0.0,0,3,0.4166666666666667
124,google.com,10,26.46439344671015,0,0.0,0,1,0.9
125,awesomeforyou.club,18,66.30376252379817,0,0.0,0,4,0.3888888888888889
126,savefrom.net,12,41.01955000865388,0,0.0,0,3,0.3333333333333333
127,globo.com,9,23.774437510817343,0,0.0,0,1,0.8888888888888888
128,ajel.sa,7,17.651484454403235,0,0.0,0,2,0.5714285714285714
129,jumei.com,9,26.529325012980813,0,0.0,0,3,0.4444444444444444
130,eol.cn,6,15.509775004326936,0,0.0,0,2,0.5
131,intoday.in,10,29.21928094887362,0,0.0,0,3,0.5
132,thestartmagazine.com,20,72.92878689342032,0,0.0,0,4,0.4
133,jianguoyun.com,14,47.30296890880647,0,0.0,0,3,0.5
134,lenta.ru,8,24.0,0,0.0,0,2,0.5
135,blogspot.com,12,38.26466250649041,0,0.0,0,2,0.6666666666666666
136,jikexueyuan.com,15,54.60335893412777,0,0.0,0,1,0.9333333333333333
137,slate.com,9,28.529325012980813,0,0.0,0,2,0.5555555555555556
138,qiniu.com,9,26.529325012980813,0,0.0,0,4,0.3333333333333333
139,zara.com,8,22.0,0,0.0,0,2,0.5
140,google.co.ve,12,32.2646625064904,0,0.0,0,2,0.5
141,gizmodo.com,11,31.2988603028468,0,0.0,0,2,0.6363636363636364
142,ask.com,7,19.651484454403235,0,0.0,0,1,0.8571428571428571
143,google.ie,9,22.529325012980813,0,0.0,0,2,0.6666666666666666
144,dailymail.co.uk,15,50.60335893412777,0,0.0,0,4,0.3333333333333333
145,cnet.com,8,22.0,0,0.0,0,1,0.875
146,lianjia.com,11,34.05374780501027,0,0.0,0,3,0.36363636363636365
147,translationbuddy.com,20,76.43856189774726,0,0.0,0,3,0.55
148,mydala.com,10,29.21928094887362,0,0.0,0,3,0.4
149,techtarget.com,14,44.548081406643,0,0.0,0,2,0.7142857142857143
150,sap.com,7,19.651484454403235,0,0.0,0,2,0.42857142857142855
151,jianshu.com,11,38.05374780501027,0,0.0,0,3,0.36363636363636365
152,letras.mus.br,13,42.105716335834195,0,0.0,0,3,0.46153846153846156
153,mydrivers.com,13,44.10571633583419,0,0.0,0,3,0.5384615384615384
154,fanserials.tv,13,44.10571633583419,0,0.0,0,3,0.5384615384615384
155,pof.com,7,17.651484454403235,0,0.0,0,2,0.7142857142857143
156,xinhuanet.com,13,46.10571633583419,0,0.0,0,2,0.6923076923076923
157,livejasmin.com,14,49.30296890880647,0,0.0,0,3,0.42857142857142855
158,1688.com,8,22.0,4,0.5,1,1,0.375
159,unblocked.srl,13,46.10571633583419,0,0.0,0,2,0.6923076923076923
160,fastpic.ru,10,33.219280948873624,0,0.0,0,3,0.4
161,youboy.com,10,26.46439344671015,0,0.0,0,3,0.3
162,zone-telechargement.ws,22,82.49785513558372,0,0.0,0,3,0.6363636363636364
163,focus.de,8,24.0,0,0.0,0,2,0.625
164,agoda.com,9,24.529325012980813,0,0.0,0,2,0.5555555555555556
165,pplive.cn,9,26.529325012980813,0,0.0,0,3,0.4444444444444444
166,kissanime.ru,12,39.01955000865388,0,0.0,0,3,0.4166666666666667
167,zhaopin.com,11,36.05374780501027,0,0.0,0,2,0.6363636363636364
168,mob.com,7,15.651484454403231,0,0.0,0,2,0.42857142857142855
169,gotporn.com,11,33.2988603028468,0,0.0,0,3,0.36363636363636365
170,wps.cn,6,15.509775004326936,0,0.0,0,2,0.6666666666666666
171,behance.net,11,31.298860302846798,0,0.0,0,3,0.45454545454545453
172,porn555.com,11,31.2988603028468,3,0.2727272727272727,1,2,0.36363636363636365
173,metropoles.com,14,44.548081406643,0,0.0,0,2,0.6428571428571429
174,poste.it,8,22.0,0,0.0,0,2,0.625
175,myanimelist.net,15,48.603358934127776,0,0.0,0,4,0.3333333333333333
176,ladbible.com,12,39.01955000865388,0,0.0,0,3,0.4166666666666667
177,chess.com,9,24.529325012980813,0,0.0,0,2,0.5555555555555556
178,meizu.com,9,26.529325012980813,0,0.0,0,3,0.3333333333333333
179,spectrum.net,12,39.01955000865388,0,0.0,0,2,0.6666666666666666
180,google.com.co,13,34.1057163358342,0,0.0,0,2,0.6923076923076923
181,ithome.com,10,29.21928094887362,0,0.0,0,2,0.7
182,isna.ir,7,17.651484454403235,0,0.0,0,2,0.5714285714285714
183,idealista.com,13,44.10571633583419,0,0.0,0,2,0.6923076923076923
184,mit.edu,7,19.651484454403235,0,0.0,0,2,0.42857142857142855
185,zz106855.com,12,39.01955000865387,6,0.5,1,2,0.25
186,paypal.com,10,29.21928094887362,0,0.0,0,1,0.9
187,shutterstock.com,16,53.24511249783653,0,0.0,0,2,0.75
188,spiceworks.com,14,47.30296890880647,0,0.0,0,3,0.35714285714285715
189,vidio.com,9,24.529325012980813,0,0.0,0,2,0.5555555555555556
190,aparat.com,10,28.46439344671015,0,0.0,0,3,0.4
191,televisionfanatic.com,21,75.4837783761905,0,0.0,0,3,0.47619047619047616
192,bamilo.com,10,29.21928094887362,0,0.0,0,3,0.5
193,doc88.com,9,22.529325012980813,2,0.2222222222222222,1,2,0.3333333333333333
194,eenadu.net,10,26.46439344671015,0,0.0,0,3,0.4
195,icourse163.org,14,49.30296890880647,3,0.21428571428571427,1,3,0.42857142857142855
196,blocket.se,10,31.21928094887362,0,0.0,0,3,0.5
197,championat.com,14,45.30296890880647,0,0.0,0,3,0.5714285714285714
198,credit-agricole.fr,18,64.30376252379817,0,0.0,0,3,0.4444444444444444
199,microsoft.com,13,39.350828833670725,0,0.0,0,1,0.9230769230769231
200,cnki.net,8,22.0,0,0.0,0,2,0.625
201,francetvinfo.fr,15,49.8484714319643,0,0.0,0,4,0.4
202,51cto.com,9,24.529325012980813,2,0.2222222222222222,1,2,0.3333333333333333
203,movieweb.com,12,37.01955000865387,0,0.0,0,2,0.5
204,dawn.com,8,24.0,0,0.0,0,2,0.5
205,smartisan.com,13,42.10571633583419,0,0.0,0,4,0.38461538461538464
206,flightradar24.com,17,65.4868683012558,2,0.11764705882352941,1,3,0.35294117647058826
207,adidas.com,10,29.21928094887362,0,0.0,0,2,0.6
208,codeonclick.com,15,45.848471431964306,0,0.0,0,4,0.3333333333333333
209,mywatchseries.to,16,58.0,0,0.0,0,4,0.375
210,irecommend.ru,13,42.105716335834195,0,0.0,0,3,0.6923076923076923
211,myfitnesspal.com,16,60.0,0,0.0,0,4,0.4375
212,yandex.com,10,33.219280948873624,0,0.0,0,2,0.6
213,welt.de,7,17.651484454403235,0,0.0,0,2,0.5714285714285714
214,ximalaya.com,12,36.26466250649041,0,0.0,0,3,0.5
215,kinja.com,9,28.529325012980813,0,0.0,0,2,0.5555555555555556
216,perfectgirls.net,16,55.24511249783653,0,0.0,0,3,0.4375
217,ouo.press,9,24.529325012980813,0,0.0,0,3,0.5555555555555556
218,amazon.de,9,26.529325012980813,0,0.0,0,2,0.6666666666666666
219,msn.com,7,17.651484454403235,0,0.0,0,2,0.42857142857142855
220,bongacams.com,13,40.105716335834195,0,0.0,0,3,0.38461538461538464
221,people.com.cn,13,38.105716335834195,0,0.0,0,3,0.46153846153846156
222,td.com,6,15.509775004326936,0,0.0,0,2,0.5
223,office.com,10,27.21928094887362,0,0.0,0,2,0.6
224,4chan.org,9,28.529325012980813,1,0.1111111111111111,1,2,0.4444444444444444
225,wowkeren.com,12,37.01955000865388,0,0.0,0,3,0.4166666666666667
226,rarbg.to,8,22.0,0,0.0,0,3,0.375
227,lemonde.fr,10,31.21928094887362,0,0.0,0,3,0.5
228,pornmd.com,10,29.21928094887362,0,0.0,0,3,0.4
229,imagebam.com,12,36.26466250649041,0,0.0,0,3,0.4166666666666667
230,google.it,9,24.529325012980813,0,0.0,0,2,0.6666666666666666
231,otvfoco.com.br,14,41.30296890880647,0,0.0,0,4,0.2857142857142857
232,youdao.com,10,28.46439344671015,0,0.0,0,3,0.3
233,xiami.com,9,24.529325012980813,0,0.0,0,2,0.5555555555555556
234,godaddy.com,11,31.298860302846798,0,0.0,0,2,0.6363636363636364
235,lolsided.com,12,37.01955000865387,0,0.0,0,3,0.4166666666666667
236,readthedocs.io,14,47.30296890880647,0,0.0,0,4,0.2857142857142857
237,americanexpress.com,19,65.95573525326466,0,0.0,0,1,0.9473684210526315
238,microsoftstore.com.cn,21,69.4837783761905,0,0.0,0,4,0.42857142857142855
239,mehrnews.com,12,39.01955000865388,0,0.0,0,2,0.5833333333333334
240,friv.com,8,24.0,0,0.0,0,2,0.5
241,siteadvisor.com,15,52.603358934127776,0,0.0,0,2,0.7333333333333333
242,google.co.id,12,34.26466250649041,0,0.0,0,3,0.5
243,tim.it,6,11.509775004326938,0,0.0,0,2,0.5
244,berkeley.edu,12,35.01955000865388,0,0.0,0,2,0.6666666666666666
245,google.com.pr,13,39.350828833670725,0,0.0,0,2,0.46153846153846156
246,plex.tv,7,19.651484454403235,0,0.0,0,2,0.5714285714285714
247,immobilienscout24.de,20,75.6836743955838,2,0.1,1,3,0.5
248,kuwo.cn,7,19.651484454403235,0,0.0,0,2,0.42857142857142855
249,126.com,7,19.651484454403235,3,0.42857142857142855,1,1,0.42857142857142855
250,koolearn.com,12,38.26466250649041,0,0.0,0,3,0.4166666666666667
251,secure-surf.net,15,47.8484714319643,0,0.0,0,2,0.4666666666666667
252,soundcloud.com,14,42.548081406643,0,0.0,0,3,0.35714285714285715
253,sciencenet.cn,13,33.84105382934379,0,0.0,0,2,0.7692307692307693
